2547.9700	2548.0498	2554.1289	2565.2573	2556.9512	2541.5347	2533.5256	2528.2297	2518.9331	2497.7463	2491.4927	2520.4893	2539.3308	2539.8833	2537.7888	2535.3293	2530.4673	2527.1567	2521.0686	2512.7173	2493.4182	2471.4426	2468.7100	2469.9104	2479.6235	2502.9202	2524.6296	2533.7097	2536.5950	2535.6707	2536.0701	2541.2524	2549.1692	2547.8284	2549.0862	2556.1699	2560.8809	2564.5073	2567.9456	2572.6121	2580.7944	2587.6021	2592.4685	2591.4155	2592.2158	2597.6572	2603.5334	2612.4099	2607.5056	2593.2405	2582.2302	2579.3105	2566.6860	2557.3420	2548.0107	2538.4456	2526.6436	2514.6829	2501.5330	2495.4851	2490.1145	2475.5591	2470.5730	2492.1926	2508.6106	2510.9299	2504.6060	2497.6570	2492.4053	2485.7534	2469.1099	2477.3179	2481.2896	2487.2815	2494.6985	2494.3340	2484.8533	2467.8455	2453.3799	2435.8347	2421.5227	2415.0054	2405.8770	2401.3508	2421.1326	2398.7983	2401.5378	2427.0051	2477.1514	2493.1621	2490.4490	2491.9492	2499.9663	2515.4009	2523.4355	2527.6548	2542.2266	2541.4419	2532.3943	2524.3145	2521.7490	2519.2542	2489.5447	2464.9487	2443.3440	2439.5347	2459.0708	2476.1411	2481.2791	2489.8611	2506.1814	2511.6372	2503.5447	2502.3884	2494.4585	2502.6377	2510.7473	2512.5332	2527.4983	2565.9709	2570.4875	2569.8618	2561.9419	2555.1345	2543.4133	2528.5796	2510.4072	2498.5747	2488.3350	2482.2571	2498.8110	2515.1875	2529.4094	2533.9521	2538.1204	2558.3369	2545.7637	2530.6094	2514.6572	2495.8518	2486.5259	2481.0454	2466.6309	2447.6826	2429.1299	2407.5178	2419.5850	2436.6572	2442.3022	2425.1868	2392.9346	2382.3564	2394.7825	2400.5205	2393.1499	2390.4390	2382.6992	2365.5835	2344.5986	2335.4983	2340.7898	2364.0142	2381.5181	2381.2813	2375.7207	2372.9768	2378.8384	2380.8469	2380.4998	2376.3530	2371.5842	2367.9150	2358.7520	2345.2483	2324.7725	2303.3035	2294.3721	2284.0659	2272.0466	2263.6455	2256.3621	2246.3862	2230.3386	2206.9214	2189.7368	2199.1743	2220.7573	2242.8286	2266.1335	2283.0791	2282.6375	2278.3118	2279.6772	2288.7314	2289.8225	2288.6172	2283.7991	2276.2148	2263.8604	2240.2576
2550.8604	2552.9504	2556.7288	2566.1511	2554.5271	2540.5173	2527.3652	2518.1201	2515.6384	2498.3755	2498.1643	2522.8831	2540.4302	2548.7813	2548.2656	2542.6765	2535.8079	2529.2449	2523.0144	2510.9834	2486.6223	2470.0295	2469.9131	2470.5449	2477.4158	2506.9272	2524.3774	2531.8296	2529.8257	2523.5786	2526.9041	2535.2014	2538.4434	2539.8462	2544.5737	2551.8127	2556.0928	2564.1125	2569.2622	2575.4958	2582.7563	2591.9595	2599.6060	2602.7048	2601.4683	2600.2786	2604.6384	2615.5134	2610.2524	2594.6587	2582.2488	2577.1841	2571.1533	2561.1963	2543.8818	2536.5903	2527.9333	2513.3894	2501.8262	2484.7769	2475.6753	2470.8621	2481.3445	2505.1538	2534.8735	2530.0229	2519.3264	2512.5884	2505.7441	2493.6865	2481.0417	2489.4763	2497.7300	2500.9675	2498.3579	2485.2202	2467.2808	2452.3694	2438.3064	2420.3806	2412.5764	2417.4641	2407.0242	2402.8606	2401.1648	2399.0728	2412.2681	2452.7144	2469.4980	2482.1345	2482.5845	2473.2876	2488.8430	2498.2805	2508.3101	2524.9146	2544.8665	2564.1614	2562.2964	2558.2185	2557.7842	2529.7871	2507.9446	2491.2932	2478.1982	2467.6016	2487.2061	2504.7380	2512.2688	2517.9734	2533.2842	2532.3936	2524.1479	2526.7917	2522.2969	2526.3413	2542.5483	2534.8589	2533.8562	2543.8167	2567.3965	2606.8467	2591.2664	2580.7100	2570.1279	2556.0940	2539.1897	2527.0339	2512.8965	2497.4104	2491.0938	2502.4131	2519.5830	2534.4905	2543.9456	2554.1514	2566.2515	2546.9951	2529.3499	2516.1416	2510.5872	2501.8108	2489.8098	2473.4409	2455.0732	2435.6055	2442.5981	2455.9524	2444.1631	2423.5088	2405.4070	2416.7268	2426.0322	2425.0437	2417.0344	2406.4744	2387.5398	2365.3767	2349.0796	2353.3708	2342.5732	2364.6987	2381.9492	2387.5803	2380.5610	2388.0173	2398.0293	2393.3169	2381.4661	2363.1323	2355.1345	2355.0513	2355.0852	2349.7981	2334.9902	2326.2144	2311.9390	2288.9131	2266.7776	2261.0256	2252.6008	2231.4397	2217.8516	2200.8206	2198.6396	2217.5229	2240.7620	2262.2183	2283.4382	2296.2495	2298.2695	2294.3484	2292.0811	2292.9983	2290.9124	2287.7922	2281.6960	2268.9915	2253.0769	2230.7942
2550.2991	2552.2383	2554.3298	2556.8364	2551.7241	2539.0759	2529.7529	2515.7434	2499.9639	2503.7297	2511.7856	2527.4822	2541.9802	2546.5901	2546.5435	2542.5479	2536.1387	2528.3398	2523.7383	2506.3809	2475.7686	2471.9453	2470.4749	2472.4336	2477.8604	2490.1506	2502.1833	2507.6206	2509.5808	2515.5540	2520.5967	2527.1926	2532.3794	2540.1191	2545.2605	2551.1042	2562.4780	2571.1191	2576.9763	2580.3418	2585.5820	2589.0862	2595.3516	2598.2009	2599.3032	2598.0798	2601.5317	2606.1311	2607.7937	2585.6667	2576.5073	2569.2908	2562.0588	2555.8682	2540.8608	2532.7751	2523.7139	2508.7002	2497.2910	2480.4600	2485.7705	2483.6057	2489.3760	2502.2534	2517.4224	2523.0198	2523.1003	2519.2776	2510.2351	2497.1799	2496.9373	2501.9363	2509.2859	2511.6995	2502.7095	2479.1033	2457.5103	2437.5112	2422.1770	2414.5491	2435.2246	2442.9927	2416.2935	2405.0620	2400.7749	2412.0151	2412.6189	2437.2229	2461.7798	2472.4060	2464.5415	2458.3098	2472.2004	2496.9146	2517.0361	2533.1584	2553.9202	2577.0962	2586.1543	2586.4221	2577.1663	2553.6763	2533.7876	2526.0505	2513.4648	2500.8110	2500.4419	2515.1558	2528.9458	2541.9063	2549.1157	2548.4426	2546.3210	2546.4978	2550.2229	2548.8853	2553.0896	2559.4192	2556.3274	2549.8066	2564.4727	2590.5232	2638.8113	2618.8992	2598.4038	2579.6475	2564.0979	2549.9302	2535.3022	2525.9812	2508.4104	2504.2686	2510.1099	2531.1672	2542.3308	2553.2659	2560.9353	2559.5520	2548.1602	2537.5432	2531.5000	2526.2683	2516.0923	2500.3621	2472.3916	2468.1277	2475.1565	2465.7786	2447.1453	2427.6763	2424.6509	2447.3071	2454.5359	2441.7424	2420.1194	2398.8665	2381.4885	2375.4941	2381.3799	2377.8521	2370.6055	2371.4797	2393.3992	2397.2705	2394.9768	2402.4934	2414.6716	2406.1167	2382.9807	2355.4519	2331.7017	2333.1035	2335.2336	2332.5449	2327.3176	2326.9766	2310.8047	2292.4185	2265.0557	2240.0261	2245.7544	2225.0225	2207.6614	2198.3589	2201.7212	2228.2742	2251.5151	2274.7278	2297.9924	2310.2639	2310.1750	2306.1633	2298.8184	2294.5520	2290.1099	2285.0798	2276.5193	2266.3928	2248.4114	2233.5857
2546.5903	2549.9155	2554.4614	2559.8752	2551.9412	2544.5999	2538.0313	2520.6660	2501.6770	2519.1658	2531.6519	2540.8462	2545.2473	2545.7617	2543.5269	2539.2800	2532.9158	2522.8767	2505.2236	2487.0417	2471.3125	2471.6616	2469.0752	2474.2500	2478.8442	2484.1299	2489.7090	2495.7830	2509.4507	2520.7041	2529.4473	2533.6509	2540.1226	2545.8564	2552.0786	2558.9438	2562.3296	2569.5007	2575.1555	2580.0586	2584.2654	2588.7559	2592.6042	2596.0505	2598.4502	2595.1450	2594.5908	2595.2942	2591.9275	2577.9253	2571.2874	2563.9021	2558.0039	2547.2920	2533.4307	2524.5676	2507.5354	2499.1570	2488.8398	2496.6323	2502.7891	2496.8906	2503.0481	2500.3789	2506.3718	2512.7944	2517.2136	2517.9731	2514.2258	2510.9546	2510.9648	2516.4871	2519.5261	2514.2437	2497.9744	2480.8506	2460.8877	2438.5488	2421.0076	2435.6890	2456.0972	2462.7769	2445.0029	2427.9219	2420.3933	2427.9551	2438.6665	2431.2566	2447.1799	2453.8508	2452.2817	2473.5151	2468.0918	2492.0073	2507.7544	2537.0637	2557.7559	2575.1550	2592.6001	2589.5032	2589.1797	2580.2900	2565.1641	2559.0208	2540.8191	2524.3237	2519.9514	2523.4058	2539.9009	2554.9048	2561.9475	2565.9465	2569.4192	2568.7693	2570.9846	2571.8347	2570.2668	2572.7158	2572.9744	2570.7214	2565.7476	2581.1118	2601.9448	2620.5999	2614.0525	2595.5105	2579.8223	2565.7266	2556.7573	2545.6338	2535.9502	2529.7202	2519.2625	2517.6143	2535.9885	2560.0830	2564.1765	2567.7559	2565.5271	2561.9380	2556.7495	2548.5630	2541.7603	2521.8735	2507.5928	2503.9487	2499.8579	2484.8838	2470.7856	2440.3425	2449.2671	2453.2876	2458.4871	2440.7454	2430.8574	2417.5027	2405.4382	2404.1311	2409.5022	2400.9695	2393.7009	2389.4585	2401.8237	2405.3386	2411.8645	2415.9470	2419.2041	2412.2341	2386.6348	2356.3606	2329.9297	2307.9136	2311.9927	2315.2297	2301.6550	2304.9167	2296.2751	2277.1084	2263.9863	2240.3245	2228.3477	2213.9355	2208.1287	2218.1797	2204.1848	2226.5144	2251.0957	2271.3914	2290.2246	2309.9194	2313.9128	2311.5161	2305.8452	2299.7893	2293.8459	2285.6921	2276.4553	2261.8879	2257.1738	2250.4480
2543.9587	2543.6606	2556.1680	2566.2241	2556.5645	2547.8040	2536.4443	2517.8411	2502.8618	2525.7158	2543.9653	2546.4231	2549.7153	2547.3027	2541.7825	2535.4890	2527.8074	2510.8596	2490.2947	2473.1238	2472.0396	2473.3340	2469.8740	2481.3914	2490.5361	2494.9585	2497.8835	2503.5833	2518.7158	2528.0793	2534.2129	2535.9028	2543.2791	2548.9431	2552.8899	2558.2988	2564.3501	2569.7285	2581.0071	2582.8091	2588.5688	2592.0459	2597.1724	2599.9609	2598.0708	2593.7285	2591.7883	2589.3027	2583.4858	2577.0474	2571.0254	2561.6711	2556.1868	2541.8132	2527.0896	2516.2439	2508.7124	2507.0151	2511.4995	2512.7390	2517.2253	2515.3569	2514.3137	2508.9675	2508.4465	2511.3765	2517.1277	2523.2058	2526.7500	2532.9307	2533.9744	2535.1353	2535.6855	2523.9053	2501.6660	2481.5891	2464.8901	2444.4417	2421.3818	2455.9065	2471.5364	2478.1150	2471.1025	2454.6240	2448.6660	2453.8821	2458.1565	2440.2114	2441.9968	2449.8818	2464.8264	2479.5244	2476.9431	2477.5657	2496.3604	2522.2561	2542.0994	2550.7998	2563.4470	2576.5920	2575.2424	2575.7183	2577.0178	2577.2195	2557.7932	2543.1689	2546.7490	2546.1038	2552.2258	2559.9182	2570.4517	2575.7168	2584.9951	2593.7883	2594.9578	2590.3389	2587.2136	2588.5322	2588.8340	2589.0078	2585.9866	2580.2468	2589.9197	2606.8811	2624.7246	2609.5349	2593.4465	2583.4744	2574.5823	2564.5586	2566.4573	2559.5244	2552.1533	2534.5261	2531.6794	2542.4399	2561.2454	2576.8931	2577.6938	2574.2576	2570.7207	2567.4688	2558.7607	2546.4470	2540.2429	2529.8357	2515.1204	2504.4441	2480.6233	2474.5593	2479.0823	2476.7666	2473.2415	2459.8320	2460.1824	2449.9993	2431.7532	2435.4915	2432.4587	2425.9048	2416.3755	2410.5310	2416.5352	2414.0366	2413.0339	2409.6997	2398.7986	2392.9304	2387.7532	2364.4919	2335.4666	2306.4614	2285.8809	2295.8765	2281.7227	2279.7922	2273.8088	2257.3032	2242.5728	2225.9568	2214.8193	2216.8071	2229.3220	2233.5190	2212.1077	2222.2778	2240.9634	2258.2891	2282.4849	2302.9729	2312.6338	2315.4854	2312.0520	2306.3760	2300.1626	2292.4875	2287.0081	2281.0522	2273.7495	2262.3142
2540.3501	2539.2092	2553.5972	2565.0955	2553.6926	2542.2434	2529.1619	2511.1143	2512.6924	2536.8699	2550.4236	2552.3052	2553.2825	2547.2876	2540.6489	2532.6851	2519.4834	2503.2141	2484.6821	2473.3174	2472.8076	2471.7278	2476.2598	2501.9897	2507.9114	2509.8208	2511.7053	2518.2151	2522.2649	2525.5825	2530.4163	2535.9639	2541.7876	2549.2012	2555.5947	2562.3745	2569.7808	2575.3320	2578.9941	2582.6372	2587.1577	2590.5115	2593.2009	2597.8635	2600.4648	2597.0674	2592.6340	2588.4001	2583.1328	2574.5164	2569.4070	2561.5398	2554.1021	2537.6794	2524.9775	2520.1633	2526.3728	2525.7026	2522.1243	2527.0923	2531.1707	2528.4924	2526.3259	2519.9358	2515.8948	2517.3308	2521.3159	2530.1501	2536.7673	2550.1851	2554.9656	2556.1062	2553.5127	2528.4080	2505.1238	2485.9221	2465.6079	2444.7991	2430.1140	2459.0696	2486.1353	2501.1128	2501.4768	2483.2930	2474.7083	2469.7410	2468.9929	2455.1443	2457.2546	2469.5801	2481.0879	2490.6890	2485.3921	2480.0632	2491.5630	2504.1777	2519.2939	2528.9150	2541.5330	2552.2769	2556.2419	2561.3423	2565.1602	2567.0571	2568.6956	2562.0444	2564.3540	2568.2864	2568.4534	2570.0698	2575.4644	2588.1621	2598.3271	2614.7129	2620.7695	2611.8386	2604.0645	2600.2612	2599.3335	2598.1138	2598.4678	2594.7683	2592.8735	2598.5510	2610.1340	2616.4731	2605.9888	2597.2122	2587.1689	2578.8032	2580.6750	2578.4973	2576.4561	2562.4966	2553.4116	2555.0999	2554.8083	2578.4463	2582.4124	2582.8376	2580.8684	2575.7849	2567.6365	2559.7146	2551.5891	2543.1672	2534.9663	2511.2700	2496.7695	2500.0405	2505.1118	2499.6985	2489.8560	2485.5337	2485.9983	2467.2402	2459.8284	2458.6541	2454.3413	2447.8540	2434.1372	2434.5220	2429.3223	2426.6001	2415.7332	2395.1702	2375.4761	2364.5164	2364.2947	2353.1428	2330.2292	2305.2415	2281.8896	2270.5554	2268.1409	2254.4753	2247.2266	2232.2488	2225.5120	2226.4883	2237.0684	2244.8962	2252.1392	2248.6196	2229.7175	2215.1069	2238.1343	2259.4839	2285.1560	2304.0110	2315.3291	2320.3523	2319.0210	2314.7366	2309.8291	2303.9578	2297.8000	2290.9971	2282.3259	2271.6982
2543.8647	2532.6362	2542.5229	2553.7544	2546.0349	2538.1289	2520.5256	2507.9609	2519.4429	2539.4507	2553.8994	2557.0391	2553.8711	2546.8135	2538.9377	2532.0586	2511.5725	2490.3086	2477.0774	2473.6091	2474.5356	2470.7119	2492.6772	2516.7429	2520.3950	2520.7151	2520.7046	2525.1404	2531.7922	2536.7979	2539.9534	2544.4832	2550.1375	2557.1182	2564.6365	2571.8384	2573.3525	2581.6606	2583.2610	2585.3896	2588.7688	2594.6938	2594.9087	2598.9573	2601.3723	2601.6226	2595.1794	2590.0981	2585.7361	2575.6165	2569.7625	2558.5869	2547.2859	2534.8232	2530.2788	2534.3684	2537.2402	2533.2402	2535.3696	2537.8953	2539.1978	2540.4507	2539.3804	2533.7349	2528.9592	2527.2744	2527.6626	2529.0762	2533.8213	2538.6672	2545.1995	2546.5415	2540.5493	2521.0730	2494.0852	2475.0171	2461.8345	2435.0337	2436.7673	2465.4863	2491.3862	2510.7312	2516.3135	2506.4858	2497.9460	2487.7925	2480.4082	2466.1902	2473.9067	2485.3149	2490.0620	2496.4292	2496.2056	2483.7522	2489.0647	2499.7375	2506.4248	2514.4348	2524.0393	2532.0645	2537.4666	2543.3865	2554.0847	2557.0144	2563.7813	2567.9177	2573.4651	2575.7729	2579.6443	2582.4138	2581.1990	2596.8318	2612.9260	2621.4272	2637.7822	2631.3926	2621.3552	2618.0500	2614.0696	2614.0530	2611.5896	2609.8589	2608.9480	2607.6694	2611.6650	2612.1721	2610.7739	2605.3262	2597.1482	2592.2551	2592.1970	2589.0242	2588.1536	2581.3818	2582.4519	2580.3987	2568.3521	2565.8909	2578.5215	2584.4255	2585.4714	2580.8960	2574.7522	2568.4036	2562.2058	2553.4697	2540.6479	2523.2815	2520.4348	2521.2366	2520.8542	2517.7161	2507.9602	2505.1333	2498.3943	2492.8303	2486.0527	2479.2026	2471.1416	2462.2024	2454.3989	2450.9966	2443.6587	2440.6067	2427.1116	2402.5911	2377.9299	2346.7727	2334.8870	2328.8374	2309.4792	2287.3855	2268.2959	2264.4277	2260.6301	2245.7275	2237.0378	2240.9761	2249.4504	2250.6489	2265.7959	2271.0139	2273.0588	2262.3494	2243.8916	2226.3430	2234.9863	2261.4575	2288.3347	2308.4629	2318.0151	2324.1775	2327.7659	2325.0481	2319.4473	2311.9521	2303.6865	2288.3586	2272.0210	2259.8198
2542.5298	2537.1953	2528.8152	2536.4556	2532.4805	2530.6504	2515.8567	2510.5061	2530.9326	2546.9746	2554.4348	2553.5967	2551.5532	2546.8264	2537.9963	2513.8386	2502.7354	2479.1604	2476.6016	2474.0500	2473.7764	2476.1265	2495.9028	2510.7434	2513.7197	2512.3911	2514.4094	2520.3667	2532.9502	2542.5894	2547.5986	2554.3481	2558.9478	2567.6064	2569.7791	2574.4126	2578.3713	2581.8474	2583.5959	2585.7996	2588.7549	2591.5190	2592.5669	2597.7695	2597.9954	2600.3579	2593.5891	2590.1465	2587.2842	2576.6877	2570.8970	2560.5164	2546.5427	2543.0105	2543.4756	2549.4685	2550.1899	2545.4409	2547.6418	2551.1755	2550.0720	2552.3296	2551.7593	2547.5100	2542.3408	2538.6736	2537.1929	2529.7993	2526.1301	2527.9287	2532.0847	2531.3884	2523.5205	2502.0161	2480.0339	2459.2571	2443.2820	2436.7886	2434.8577	2456.8459	2483.4683	2506.5549	2522.9033	2523.0237	2516.0891	2508.6228	2495.9978	2485.6226	2482.2288	2492.6423	2503.7754	2504.6125	2504.2380	2495.3027	2486.3774	2489.3103	2495.2354	2502.2510	2508.6753	2516.4150	2520.7686	2527.7415	2534.8496	2546.8452	2566.5620	2572.2063	2575.2837	2578.0161	2581.0181	2586.4243	2589.8618	2596.0752	2605.3679	2624.9517	2633.7075	2639.2925	2639.9048	2634.0417	2627.2317	2626.8879	2626.1094	2623.0427	2622.2102	2622.7715	2621.4563	2617.5864	2613.4248	2610.8049	2608.2278	2604.5347	2602.6089	2596.8645	2594.4460	2588.3950	2598.1807	2593.9434	2577.9519	2573.1370	2573.6802	2582.0608	2587.4751	2588.2261	2589.2368	2582.8032	2571.8652	2559.5479	2547.6724	2542.7117	2537.4226	2539.8140	2536.3223	2531.1714	2528.8560	2523.7383	2514.9705	2506.9448	2500.2146	2492.4180	2481.4536	2475.1682	2472.0432	2470.3110	2462.6907	2455.6360	2443.9756	2419.2207	2379.5222	2347.3306	2315.6008	2301.3281	2286.6638	2270.8760	2266.0063	2262.1389	2253.6863	2248.5889	2246.2622	2256.2666	2273.8711	2273.7649	2274.8215	2286.7402	2287.5051	2268.5442	2254.1929	2247.7292	2228.0496	2257.6953	2282.2766	2297.2551	2313.4246	2329.9285	2340.7966	2334.3613	2328.4988	2319.9001	2309.0972	2294.2095	2283.5557	2276.0166
2539.3887	2538.4905	2532.1921	2522.6045	2519.3049	2516.9561	2510.9602	2524.4070	2537.3755	2547.9377	2553.6594	2552.4482	2548.5464	2543.6169	2531.8777	2506.8499	2484.2827	2477.2930	2474.0500	2474.2312	2473.1580	2476.4402	2481.6511	2490.1155	2498.4487	2499.9805	2502.5588	2515.7302	2532.2520	2545.2988	2561.6431	2562.8130	2563.6553	2568.5740	2573.5681	2576.8862	2580.9685	2584.9287	2586.3035	2588.0242	2590.3965	2591.3606	2591.7722	2592.9624	2594.4900	2594.9182	2590.0332	2588.1499	2588.3220	2584.1714	2572.8167	2566.5203	2554.5364	2561.0264	2559.4258	2560.3098	2559.7480	2558.9080	2559.7327	2561.8528	2561.5930	2562.6843	2564.2778	2562.3501	2552.6008	2541.0378	2529.9128	2525.7317	2519.4458	2518.2410	2521.3960	2521.4653	2509.5488	2490.1807	2467.3591	2442.1719	2454.7275	2461.4170	2446.5657	2444.7297	2473.8518	2498.5933	2514.9177	2524.0674	2530.0452	2518.5134	2510.9482	2502.9226	2497.3335	2501.1453	2504.0271	2512.5029	2507.1904	2494.6479	2493.4661	2497.2063	2497.7825	2499.4807	2504.6216	2509.3606	2516.6755	2517.2661	2524.2441	2538.8394	2551.1677	2563.5952	2570.1746	2571.5337	2575.9268	2585.1113	2591.7305	2598.7261	2606.6301	2616.0303	2626.7188	2640.3870	2666.7466	2650.6938	2637.6694	2636.7012	2635.5334	2633.2227	2632.2341	2631.5764	2631.0752	2627.4624	2618.9614	2615.2031	2613.7207	2613.6108	2612.5437	2605.4048	2599.2356	2596.6113	2604.4734	2597.0061	2587.5815	2580.1296	2577.3372	2579.1658	2583.5491	2593.6711	2593.0034	2590.5281	2579.6296	2569.7961	2559.8420	2554.7388	2550.3225	2549.7368	2546.7073	2545.3591	2543.7859	2538.9028	2525.0356	2512.7820	2499.3975	2484.6563	2477.2485	2470.7373	2472.7458	2477.0349	2468.6455	2455.0737	2439.8528	2413.3000	2371.0613	2337.6272	2314.6936	2291.0977	2291.3298	2283.8945	2282.1843	2278.9495	2273.5281	2272.7161	2255.0286	2269.9121	2291.3386	2299.3989	2294.0669	2298.6790	2294.9556	2275.1152	2270.5388	2260.2014	2256.9695	2244.0938	2267.3320	2287.1233	2305.5337	2323.8833	2341.5212	2343.5823	2337.6702	2327.3352	2316.9556	2306.7917	2292.5320	2282.6545
2534.8784	2533.1184	2531.6409	2530.9441	2522.2505	2513.2351	2518.5554	2536.7227	2545.5364	2548.8450	2550.1914	2547.9421	2542.8801	2535.6816	2512.2249	2489.4358	2478.4255	2474.6755	2476.9761	2475.6296	2488.2317	2487.0830	2477.1731	2477.0859	2483.7378	2489.9607	2503.4001	2518.9871	2541.0293	2549.9360	2569.3984	2568.5515	2564.7500	2566.0212	2572.4495	2577.7788	2581.5203	2584.8979	2586.4390	2587.1987	2589.2566	2591.1792	2593.8374	2593.7390	2592.6885	2593.0603	2590.0815	2588.1499	2591.8730	2586.5642	2578.2502	2569.9751	2563.4817	2570.4668	2570.9688	2568.2205	2568.3235	2567.5691	2569.6262	2572.8579	2576.2139	2577.4685	2580.3691	2576.5532	2568.6082	2549.0732	2526.1040	2513.6526	2509.6450	2509.1765	2510.6863	2510.4382	2498.7041	2482.2507	2459.2754	2458.0601	2483.4846	2483.2322	2460.3003	2441.3486	2456.4961	2481.9324	2494.4507	2510.8264	2529.1858	2531.7961	2521.0747	2515.1538	2508.7998	2510.2556	2508.4558	2509.3232	2502.1721	2493.8430	2504.8872	2509.5481	2514.9214	2518.1326	2521.3918	2524.5903	2532.5039	2531.3447	2534.0784	2534.6052	2540.0696	2546.9514	2555.1587	2562.2573	2572.9211	2583.0547	2591.2361	2602.8828	2610.5139	2617.3301	2625.9150	2637.0742	2648.7710	2654.9421	2651.1458	2643.8474	2643.0671	2639.0620	2638.7527	2634.2632	2633.7656	2632.0161	2626.1440	2620.5679	2617.5718	2615.8513	2614.8826	2612.8752	2608.1287	2604.4478	2602.4116	2599.8123	2594.2849	2591.2412	2588.7734	2586.1831	2586.3792	2587.2207	2590.4426	2588.0017	2582.9329	2575.7979	2569.7842	2562.4421	2557.9824	2554.9768	2553.1301	2552.5750	2550.3474	2539.8999	2521.2966	2509.0188	2496.6663	2484.4739	2487.1875	2475.5520	2464.5886	2468.8032	2476.3123	2446.6064	2419.3352	2389.2148	2357.2239	2330.1460	2320.4280	2322.3208	2315.8101	2292.7598	2299.3196	2304.4185	2297.6267	2282.2344	2268.4216	2280.9658	2309.8396	2321.4968	2313.7280	2310.5066	2301.3391	2289.9746	2283.9304	2274.4434	2273.9534	2250.9417	2259.8936	2273.5601	2289.4072	2307.3245	2326.8398	2341.6719	2344.1111	2335.0435	2325.0105	2315.7791	2305.3225	2291.9185
